source,target,value
Barry,Attwood,941000
Moonee,Avondale Heights,900000
Marshall,Balwyn,3300000
Noel,Balwyn,2600000
Fletchers,Balwyn,3350000
Fletchers,Balwyn North,1300000
Win,Bayswater,916500
Ray,Beaumaris,2070000
Buxton,Bentleigh,1560000
Buxton,Bentleigh,1250000
Buxton,Bentleigh East,2055000
Jellis,Bentleigh East,1420000
Buxton,Bentleigh East,950000
Justin,Blackburn,1300000
Fletchers,Box Hill,1782500
Barry,Braybrook,771000
RW,Braybrook,785000
Marshall,Brighton,2451000
Gary,Brighton East,1600000
Raine,Brookfield,538000
Nelson,Brunswick,1530000
Jellis,Brunswick,1075000
Collins,Brunswick East,1326000
HAR,Bundoora,780000
Barry,Bundoora,918000
Gary,Caulfield South,1590000
Barry,Cheltenham,965000
Nelson,Clifton Hill,912000
Love,Coburg,1000000
Ray,Craigieburn,615000
McGrath,Croydon,768000
Harcourts,Dandenong North,717000
Barry,Doncaster East,1340000
Jellis,Doncaster East,1310000
Barry,Doncaster East,1468000
Philip,Donvale,2660000
Area,Doveton,707000
Chisholm,Elwood,2280000
Chisholm,Elwood,2200000
Love,Epping,711000
Nelson,Essendon,2520000
Brad,Essendon West,1300000
Jellis,Fitzroy,1625000
Chambers,Fitzroy North,2200000
Alexkarbon,Flemington,1270000
Barry,Forest Hill,1159000
Noel,Forest Hill,1134000
hockingstuart,Frankston,740000
Marshall,Gardenvale,1850000
Eview,Gladstone Park,538000
Marshall,Glen Iris,3120000
Marshall,Glen Iris,2237500
Barry,Glen Waverley,1439000
Eview,Glenroy,666133
Marshall,Hampton,2000000
Hodges,Hampton East,990000
hockingstuart,Heathmont,730000
Jellis,Heidelberg West,761000
hockingstuart,Hoppers Crossing,660000
Barry,Hoppers Crossing,615000
RW,Hoppers Crossing,530000
Barry,Hoppers Crossing,580000
hockingstuart,Hoppers Crossing,541000
Barry,Kealba,587000
PRDNationwide,Kurunjang,380000
HAR,Lalor,716500
Jellis,Malvern,3100000
Frank,Maribyrnong,1100000
Brad,Maribyrnong,1187000
Biggin,Maribyrnong,970000
Buxton,McKinnon,1720000
RW,Meadow Heights,512000
RW,Mernda,636000
RW,Mernda,565000
Barry,Mernda,802000
Love,Mill Park,592500
Greg,Newport,1189000
One,Notting Hill,1100000
Stockdale,Nunawading,735000
Ray,Oakleigh,1315000
Domain,Oakleigh South,962500
Woodards,Ormond,1700000
Greg,Parkdale,1055000
Nelson,Pascoe Vale,780000
Brad,Pascoe Vale,891000
RW,Point Cook,515000
hockingstuart,Preston,835000
Love,Preston,440000
Barry,Reservoir,650000
Nelson,Reservoir,1000000
Biggin,Richmond,1907000
Raine,Roxburgh Park,470000
hockingstuart,Sandringham,1675000
Hodges,Sandringham,1300000
hockingstuart,Seddon,1010000
Barry,South Morang,650000
Millership,South Morang,737500
Kay,South Yarra,2180000
Jellis,South Yarra,1750000
Greg,Spotswood,1225000
C21,Springvale,880000
Flannagan,St Helena,870000
Leading,Sunbury,520000
Barry,Sunbury,515000
S&L,Sunshine West,570000
Marshall,Surrey Hills,2300000
hockingstuart,Tarneit,585000
Jellis,Templestowe,1550000
Barry,Templestowe,1290000
Barry,Templestowe Lower,1390000
H,Templestowe Lower,1435000
Jason,Tullamarine,610000
Jason,Tullamarine,805000
Noel,Wantirna,950000
Noel,Wantirna South,1036000
Nelson,Watsonia,1000000
Jellis,Watsonia North,1405000
Sweeney,Werribee,490000
Greg,Werribee,470000
Ray,Werribee,558000
Jas,West Footscray,870000
Barry,Westmeadows,570000
Bekdon,Wheelers Hill,1050000
Iconek,Wollert,730000
Ray,Wollert,643000
Sweeney,Yarraville,920000
Woodards,Armadale,852000
Jellis,Brunswick,884000
Brad,Brunswick,480000
Marshall,Armadale,1900000
Jellis,Brunswick,985000
Ray,Brunswick,1250000
RW,Brunswick,641000
Biggin,Abbotsford,1190000
Raine,Aberfeldie,1680000
hockingstuart,Altona Meadows,620000
RT,Altona North,830000
Sweeney,Altona North,805000
Sweeney,Altona North,510000
hockingstuart,Armadale,486000
Alexkarbon,Ascot Vale,855000
Alexkarbon,Ascot Vale,1035000
Fletchers,Ashwood,1450000
Buxton,Ashwood,1060000
hockingstuart,Aspendale,970000
Barry,Avondale Heights,750000
Barry,Avondale Heights,800000
hockingstuart,Balwyn North,2400000
Fletchers,Balwyn North,1850000
Harcourts,Beaconsfield,670000
McGrath,Beaumaris,1850000
Miles,Bellfield,906000
hockingstuart,Bentleigh,410000
hockingstuart,Bentleigh,1500000
Fletchers,Blackburn South,874000
Sweeney,Braybrook,560000
YPA,Broadmeadows,450000
Raine,Brunswick,1120000
Jellis,Brunswick,1110000
Nelson,Brunswick,1790000
Ray,Brunswick East,390500
Ray,Bundoora,999000
Thomson,Carnegie,796000
Eview,Carnegie,1050000
Greg,Caulfield North,610000
Eview,Chelsea,639000
Barry,Cheltenham,1050000
Nelson,Clifton Hill,640000
Nelson,Coburg,1285000
Nelson,Collingwood,1080000
hockingstuart,Craigieburn,607500
Stockdale,Craigieburn,500000
Ray,Craigieburn,510000
Ray,Craigieburn,592500
Stockdale,Dandenong,669000
Barry,Dandenong North,895000
YPA,Delahey,505000
Barry,Doncaster,1530000
Barry,Doncaster East,816000
Jellis,Doncaster East,1385000
C21,Doveton,472500
Kay,East Melbourne,895000
O'Brien,Edithvale,724000
Biggin,Elsternwick,1975000
Biggin,Elsternwick,1200000
McGrath,Elwood,630000
Jellis,Essendon North,1535000
Stockdale,Fawkner,830000
Stockdale,Ferntree Gully,740000
McGrath,Footscray,430000
Sweeney,Footscray,900000
Nelson,Footscray,1000000
Sweeney,Footscray,891000
McGrath,Forest Hill,1011000
hockingstuart,Glen Iris,580000
Marshall,Glen Iris,519500
Harcourts,Glen Waverley,656000
Ray,Glen Waverley,1182000
McGrath,Glen Waverley,1000000
Biggin,Glenroy,493000
Stockdale,Glenroy,940000
Nelson,Glenroy,435000
Nelson,Hadfield,741000
Eview,Hadfield,550000
Buxton,Hampton,1405000
Philip,Heathmont,1270500
Mandy,Heathmont,751000
Thomson,Highett,1535000
Barry,Hillside,700000
LJ,Hoppers Crossing,520000
Triwest,Hoppers Crossing,650000
LITTLE,Hughesdale,472000
Miles,Ivanhoe,880000
Jellis,Ivanhoe,985000
RW,Jacana,528000
Nelson,Keilor East,918000
Nelson,Kew,591000
Ray,Kings Park,565000
hockingstuart,Kurunjang,362000
Love,Lalor,560000
hockingstuart,Langwarrin,447000
Biggin,Maidstone,681000
Sweeney,Maidstone,1005000
Burnham,Maidstone,468000
Biggin,Maribyrnong,640000
YPA,Meadow Heights,420000
hockingstuart,Melton South,326000
Ray,Mill Park,725000
Ray,Mitcham,1101000
Ray,Mitcham,926000
Brad,Moonee Ponds,362000
Barry,Mordialloc,309000
Win,Mount Waverley,611000
Ray,Mulgrave,755000
Win,Mulgrave,862000
Ray,Mulgrave,815500
Williams,Newport,1100000
Nelson,Niddrie,1130000
Brad,Niddrie,1006000
iSell,Noble Park,445000
iSell,Noble Park,650000
Jellis,North Melbourne,465000
Nelson,Northcote,1335000
Buxton,Oakleigh South,1390000
C21,Pakenham,643500
Nelson,Pascoe Vale,510000
Rendina,Pascoe Vale,550000
Nelson,Pascoe Vale,580000
hockingstuart,Preston,250000
Harcourts,Preston,392000
Woodards,Preston,505000
Harrington,Preston,980000
Ray,Reservoir,320000
RW,Reservoir,617500
Nelson,Reservoir,1282500
Jellis,Richmond,419000
Jellis,Richmond,1667500
Collins,Richmond,685000
hockingstuart,Ringwood,882500
Philip,Ringwood,910000
Buxton,Sandringham,1651000
Purplebricks,Scoresby,1040000
Noel,Scoresby,1120000
Harcourts,South Morang,500000
hockingstuart,South Yarra,420000
Gary,South Yarra,460000
Marshall,South Yarra,1340000
iSell,Springvale South,700000
hockingstuart,St Kilda,360000
Nelson,Strathmore,1220000
YPA,Sunbury,500000
YPA,Sunbury,438000
Sweeney,Sunshine North,650000
Barry,Sunshine West,615000
Purplebricks,Sydenham,740000
hockingstuart,Tarneit,463500
hockingstuart,Tarneit,530000
Sweeney,Tarneit,446000
Barry,Taylors Hill,520000
YPA,Taylors Hill,530000
Barry,Taylors Hill,725500
Barry,Taylors Lakes,502000
hockingstuart,Templestowe Lower,1215000
Jellis,Templestowe Lower,731000
Harcourts,Thomastown,651000
Harcourts,Thomastown,631000
McGrath,Thornbury,1110000
Jellis,Toorak,735000
Jason,Tullamarine,822000
Fletchers,Vermont,988000
Ray,Wantirna South,630000
Barry,Watsonia,830000
Ray,Watsonia North,710000
Greg,Werribee,383000
hockingstuart,Werribee,463000
Biggin,Werribee,452000
hockingstuart,Werribee,665000
Reliance,Werribee,485000
YPA,Werribee,510000
Jas,West Footscray,850000
Williams,Williamstown,1440000
Buckingham,Yarra Glen,620000
Sweeney,Yarraville,900000
Village,Yarraville,1407000
Ray,Brunswick,860000
Chambers,Brunswick,705000
Rendina,Aberfeldie,1830000
Brad,Airport West,850000
Bells,Albion,760000
YPA,Altona Meadows,750000
Kay,Armadale,3000000
Jellis,Ashburton,1210000
Marshall,Balwyn,2580000
iTRAK,Bayswater North,724000
Woodards,Bentleigh,1410000
Buxton,Bentleigh East,1020000
Fletchers,Blackburn North,1475000
McGrath,Blackburn South,1229000
hockingstuart,Bonbeach,965000
Philip,Box Hill,653000
Jellis,Brunswick,1325000
Nelson,Brunswick,1630000
Nelson,Brunswick,1770000
Woodards,Brunswick West,1000000
Luxton,Bulleen,1300000
Barry,Bulleen,1331000
Marshall,Camberwell,2800000
Ray,Carnegie,1966000
Ray,Carnegie,381000
HAR,Caroline Springs,646000
Buxton,Cheltenham,795000
O'Brien,Cheltenham,1160000
Ray,Craigieburn,735000
Ray,Craigieburn,600000
YPA,Craigieburn,475000
Barry,Craigieburn,552000
Barry,Croydon,1180000
HAR,Deer Park,632000
One,Delahey,607500
Morrison,Diamond Creek,990000
Noel,Donvale,775000
Hodges,Edithvale,950000
Love,Epping,646000
Barry,Epping,625000
Eview,Fawkner,800000
Noel,Ferntree Gully,775000
Woodards,Fitzroy,1300000
Nelson,Flemington,452500
Noel,Forest Hill,1350000
Marshall,Glen Iris,1285000
Barry,Glenroy,1051000
Darren,Greensborough,785000
Buxton,Hampton,2000000
Marshall,Hampton,2500000
Buxton,Hampton East,1125000
Marshall,Hawthorn East,3600000
Nelson,Heidelberg,985000
Buxton,Highett,1911000
FN,Huntingdale,1205000
Barry,Kealba,572000
Barry,Keilor East,630000
Jellis,Kew,2450000
Jellis,Kew,955000
hockingstuart,Kew,1630000
Marshall,Kew East,1875000
Melbourne,Lalor,766000
Barry,Meadow Heights,741000
FN,Melton,283000
hockingstuart,Melton West,430000
Buxton,Mitcham,890000
Jellis,Moonee Ponds,1162000
Stockdale,Mount Waverley,1586000
Jellis,Mount Waverley,1408000
Ray,Mulgrave,1080000
Ray,Mulgrave,840000
Woodards,Murrumbeena,1321188
Williams,Newport,1130000
Frank,Niddrie,800000
Jellis,Northcote,1550000
Ray,Northcote,1350000
Woodards,Oakleigh,760000
Buxton,Oakleigh South,1450000
Woodards,Ormond,1450000
HAR,Plumpton,625500
Marshall,Port Melbourne,1725000
Jellis,Prahran,1463000
Ray,Reservoir,1000000
Raine,Reservoir,1400000
Marshall,Richmond,400000
Ray,Roxburgh Park,426000
hockingstuart,Sandringham,1050000
hockingstuart,Seddon,680000
HAR,South Morang,658500
iSell,Springvale,881000
Buckingham,St Helena,897000
Marshall,St Kilda,2680000
One,Sunbury,657500
YPA,Sunbury,675000
YPA,Sunbury,605000
YPA,Sunbury,600000
Marshall,Surrey Hills,1910000
Barry,Taylors Lakes,751000
Woodards,Templestowe,910000
Harcourts,Vermont,1260000
Ray,Vermont South,1202000
Ray,Wantirna South,1180000
hockingstuart,Werribee,515000
Hodges,West Footscray,840000
Ray,Wheelers Hill,1660000
Jas,Yarraville,1360000
Village,Yarraville,1455000
Douglas,Albion,655000
Bells,Albion,600000
Barry,Altona Meadows,632500
Greg,Altona North,860000
Marshall,Armadale,4250000
Brad,Ascot Vale,1080000
hockingstuart,Ashwood,1554000
Buxton,Ashwood,1850000
Barry,Attwood,805000
Whiting,Balaclava,1550000
Marshall,Balwyn North,1800000
Fletchers,Balwyn North,1562000
Hodges,Beaumaris,1800000
Nelson,Bellfield,815000
Jellis,Bentleigh,1002500
Buxton,Bentleigh,1390000
Barry,Blackburn North,980000
Biggin,Brighton,2710000
Buxton,Brighton,3800000
Jellis,Brunswick,1150000
McDonald,Brunswick,1035500
Woodards,Brunswick,984000
Woodards,Brunswick East,2300000
Brad,Brunswick West,1290000
Nelson,Brunswick West,1211000
Barry,Brunswick West,950000
Jellis,Bulleen,950000
Jellis,Bulleen,1292000
Raine,Bullengarook,865000
Barry,Bundoora,817000
Ray,Burwood,1725000
Marshall,Camberwell,1550000
Marshall,Camberwell,1550000
The,Camberwell,2700000
Jellis,Camberwell,1625000
hockingstuart,Camberwell,2650000
Marshall,Carnegie,1630000
Barry,Caroline Springs,725000
Gary,Caulfield South,1605000
Woodards,Chadstone,765000
O'Brien,Cheltenham,880000
Buxton,Cheltenham,790000
C21,Clarinda,990000
Ray,Clifton Hill,1369000
Barry,Coburg,1300000
Woodards,Coburg,1082000
Nelson,Coburg,1035000
Brad,Coburg,810000
Brad,Coburg North,745000
Ray,Craigieburn,715000
Barry,Craigieburn,455000
Barry,Craigieburn,594000
Barry,Craigieburn,520000
Skad,Craigieburn,472000
Barry,Craigieburn,515000
Ray,Craigieburn,583000
McGrath,Croydon Hills,1010000
Barry,Derrimut,695000
Ray,Dingley Village,760000
Barry,Doncaster,890000
Jellis,Doncaster,1350000
Jellis,Doncaster East,1250000
Ray,Donvale,1898000
Millership,Doreen,670000
Hall,Doveton,670000
Morrison,Eltham,1285000
One,Endeavour Hills,1070000
Love,Epping,585000
HAR,Epping,620000
Stockdale,Epping,681000
Nelson,Epping,795000
Love,Epping,560000
HAR,Epping,530000
McDonald,Essendon,2125000
Brad,Essendon,502000
Nelson,Essendon North,710000
Nelson,Essendon West,800000
Nelson,Essendon West,1365000
Jellis,Fairfield,1275000
Ray,Fawkner,728000
Jas,Footscray,945000
Jas,Footscray,931000
hockingstuart,Frankston,600000
McGrath,Gardenvale,883000
Barry,Gladstone Park,630000
Jellis,Glen Iris,1633000
JRW,Glen Waverley,1330000
Fletchers,Glen Waverley,1280000
Jellis,Glen Waverley,1250000
Harcourts,Glen Waverley,1000000
Jellis,Greensborough,922000
Darren,Greensborough,775000
Raine,Greenvale,900000
Jason,Greenvale,740000
D'Aprano,Hadfield,750000
Marshall,Hampton,2440000
Charlton,Hampton,1615000
Marshall,Hawthorn,4630000
Jellis,Hawthorn,1660000
Marshall,Hawthorn East,3950000
Fletchers,Hawthorn East,1650000
Marshall,Hawthorn East,1450000
Ray,Heidelberg Heights,858000
Buxton,Highett,870000
Buxton,Highett,1280000
Buxton,Highett,1650000
Barry,Hillside,765000
Barry,Hillside,950000
Barry,Hillside,840000
Raine,Hoppers Crossing,470000
Barry,Hoppers Crossing,520000
Nelson,Ivanhoe,1836000
Barry,Jacana,600000
Nelson,Keilor East,800000
YPA,Keilor Lodge,653000
Jellis,Kew,1350000
Marshall,Kew,2905000
Marshall,Kew East,2930000
Ray,Lalor,590000
Love,Lalor,660500
Marshall,Malvern East,2200000
Marshall,Malvern East,2200000
Marshall,Malvern East,2425000
Jellis,Malvern East,1040000
Noel,Malvern East,1250000
Raine,Maribyrnong,637500
PRDNationwide,Melton,500000
Reliance,Melton West,371000
Buxton,Mentone,770000
Buxton,Mentone,1155000
RW,Mernda,585000
RW,Mernda,642500
HAR,Mernda,745000
Buckingham,Mernda,570000
Millership,Mernda,600000
Ray,Mernda,615000
Marshall,Middle Park,5575000
Greg,Middle Park,3750000
Greg,Middle Park,1720000
Greg,Middle Park,3250000
Ray,Mill Park,585000
Barry,Mill Park,728000
Barry,Mill Park,750000
HAR,Mill Park,715000
Noel,Mitcham,1600000
Noel,Mitcham,1070000
Jellis,Montmorency,1180000
Nelson,Moonee Ponds,1300000
Buxton,Moorabbin,1250000
Buxton,Moorabbin,1210000
Buxton,Moorabbin,1250000
Barry,Mooroolbark,630000
LJ,Mooroolbark,922000
Fletchers,Mooroolbark,665000
Jellis,Mount Waverley,1760000
Jellis,Mount Waverley,1870000
Barry,Mount Waverley,1450000
Buxton,Murrumbeena,1325000
McGrath,Newport,1085000
Williams,Newport,1150000
Greg,Newport,1237500
Barry,Niddrie,920000
Nelson,Niddrie,1135000
Le,Noble Park,742500
Nelson,Northcote,1950000
Philip,Nunawading,900000
Buxton,Oakleigh,1580000
Brad,Pascoe Vale,1300000
Nelson,Pascoe Vale,860000
hockingstuart,Point Cook,740000
MICM,Point Cook,717760
Sanctuary,Point Cook,620000
Greg,Port Melbourne,1150000
Biggin,Port Melbourne,1735000
Marshall,Prahran,2500000
McGrath,Preston,1570000
Woodards,Preston,1495000
Jellis,Research,930000
Nelson,Reservoir,1285000
Biggin,Richmond,1185000
Jellis,Richmond,1930000
Philip,Ringwood,845000
Fletchers,Ringwood East,830000
Harcourts,Rowville,920000
RW,Roxburgh Park,455000
Barry,Scoresby,1358000
Frank,South Melbourne,1750000
Barry,South Morang,665000
Jellis,South Yarra,1720000
Jas,Spotswood,895000
RW,Springvale,650000
YPA,St Albans,641000
Barry,St Albans,520000
Burnham,St Albans,635000
Whiting,St Kilda,920000
Considine,Strathmore,1480000
Raine,Sunbury,512500
One,Sunbury,557000
YPA,Sunbury,556000
Douglas,Sunshine,950000
Barry,Sunshine North,700000
Ray,Sunshine North,890000
Jellis,Surrey Hills,1750000
Barry,Sydenham,683000
Fletchers,Templestowe Lower,1030000
Ray,Templestowe Lower,1350000
Love,Thomastown,627000
Love,Thomastown,625000
McGrath,Thornbury,1400000
Nelson,Thornbury,1200000
Nelson,Thornbury,1605500
Haughton,Thornbury,1000000
Harcourts,Vermont South,1170000
Miles,Viewbank,1050000
Darren,Watsonia North,650000
Greg,Werribee,680000
Ray,Werribee,640000
Jas,West Footscray,832000
Village,West Footscray,900000
YPA,Westmeadows,675000
LLC,Wheelers Hill,1400000
Greg,Williamstown,2020000
Ray,Wollert,500000
RW,Wollert,570000
Sweeney,Yarraville,888000
Jas,Yarraville,705000
RW,Yarraville,1020000
Nelson,Abbotsford,855000
Greg,Albert Park,685000
Nelson,Alphington,330000
Brad,Ascot Vale,1010000
Brad,Ascot Vale,990000
Moonee,Avondale Heights,773000
Jellis,Balwyn North,3200000
LJ,Beaconsfield Upper,675000
hockingstuart,Bentleigh East,1815000
Buxton,Bentleigh East,1225000
Harcourts,Berwick,690000
Fletchers,Blackburn,880000
Noel,Blackburn South,1264000
Sweeney,Braybrook,570000
Hodges,Brighton,2655000
Buxton,Brighton East,2525000
Buxton,Brighton East,1300000
Woodards,Brunswick,1275000
Nelson,Brunswick,1204000
Alexkarbon,Brunswick West,1268000
Collins,Brunswick West,1445000
Jellis,Carlton,1000000
RW,Caroline Springs,1150000
Gary,Caulfield South,1700000
Buxton,Chelsea Heights,732000
Buxton,Cheltenham,800000
Ray,Cheltenham,877000
Barry,Cheltenham,900000
Buxton,Clayton,780000
Ray,Coburg,1020000
Nelson,Coburg,996000
Nelson,Collingwood,1095000
Ray,Craigieburn,492000
Ray,Craigieburn,425000
McGrath,Croydon,860000
Ray,Dingley Village,801000
Ray,Dingley Village,955000
Morrison,Eltham North,967500
Buckingham,Eltham North,890000
Gary,Elwood,1800000
McDonald,Essendon,410000
Brad,Essendon,930000
Stockdale,Fawkner,650000
Nelson,Fitzroy,700000
U,Frankston,570000
Stockdale,Glenroy,512000
Morrison,Greensborough,895000
Barry,Greensborough,880000
Nelson,Greensborough,925000
YPA,Greenvale,715000
YPA,Greenvale,840500
Hodges,Hampton,1285000
Buxton,Hampton,685000
Buxton,Hampton East,957000
Jellis,Hawthorn,2370000
Jellis,Hawthorn,1682000
Barry,Hillside,660000
Nelson,Ivanhoe,975000
Prof.,Keilor Downs,670000
Harcourts,Lalor,560000
Harcourts,Lalor,511500
Marshall,Malvern East,3600000
Edward,Maribyrnong,815000
Raine,Meadow Heights,467000
hockingstuart,Melton,405000
Ray,Mill Park,428000
Ray,Mill Park,722500
Ray,Mill Park,421000
Nelson,Moonee Ponds,286000
O'Brien,Mordialloc,920000
Max,Mount Evelyn,620000
McGrath,Mount Waverley,1200000
Win,Mulgrave,865000
Marshall,Murrumbeena,1920000
Williams,Newport,1230000
Hunter,Newport,1220000
Leyton,Noble Park,660000
Alexkarbon,North Melbourne,570000
Jellis,North Warrandyte,1550000
Ray,Nunawading,1075000
Rendina,Oak Park,1071888
Eview,Oak Park,560000
HAR,Oakleigh,1750000
Buxton,Oakleigh East,1210000
Buxton,Parkdale,1300000
Brad,Pascoe Vale,740000
Greg,Port Melbourne,800000
hockingstuart,Prahran,1020000
Jellis,Prahran,660000
McGrath,Preston,1242000
RW,Preston,1350000
Nelson,Preston,1020000
Ray,Reservoir,912000
Nelson,Reservoir,685000
Stockdale,Reservoir,270000
Biggin,Richmond,890500
Raine,Riddells Creek,817000
Fletchers,Ringwood North,750000
Fletchers,Rowville,860000
Harcourts,Sandhurst,645000
Charlton,Sandringham,1770000
Village,Seddon,1085000
Sweeney,Sunshine West,780000
Noel,Surrey Hills,2000000
Jellis,Templestowe,1450000
Jellis,Templestowe,1860000
Harcourts,Thomastown,651000
Jellis,Thornbury,1250000
Noel,Vermont,1235000
Ray,Vermont South,1290000
Ray,Wantirna South,1180000
hockingstuart,Windsor,957500
Kay,Windsor,2080000
Barry,Yallambie,852000
Nelson,Brunswick,880000
Nelson,Brunswick,754000
Woodards,Brunswick,590000
Nelson,Brunswick,575000
Jellis,Armadale,710000
hockingstuart,Armadale,598000
Marshall,Armadale,1285000
Nelson,Brunswick,1510000
Jellis,Brunswick,801000
Jellis,Brunswick,820000
Biggin,Elsternwick,2140000
Fletchers,Eltham,985000
Buckingham,Eltham,955000
Morrison,Eltham,1500000
RW,Epping,480200
Love,Epping,606000
Barry,Essendon,1731000
Jellis,Fawkner,600000
Brad,Fawkner,642000
hockingstuart,Frankston North,485000
RT,Gisborne South,1350000
Noel,Glen Waverley,1863000
Barry,Glenroy,750000
Brad,Glenroy,720000
Barry,Glenroy,939000
Barry,Greensborough,960000
hockingstuart,Hoppers Crossing,441000
Brad,Kealba,632500
Barry,Keilor Downs,731000
Jellis,Kew,2900000
Nelson,Kew,2015000
Marshall,Kew,1900000
Eric,Kurunjang,355000
Jellis,Malvern,2610000
Jellis,Malvern East,3350000
YPA,Meadow Heights,545000
PRDNationwide,Melton,385000
HAR,Melton South,451000
hockingstuart,Melton South,425000
hockingstuart,Mentone,780000
HAR,Mernda,705000
The,Mill Park,640000
HAR,Mill Park,665000
Barry,Mill Park,660000
Jellis,Mitcham,985000
Jellis,Moonee Ponds,1780000
Barry,Mount Waverley,980000
Nelson,Northcote,1500000
McGrath,Northcote,1900000
McGrath,Northcote,1295000
McGrath,Northcote,989000
Barry,Oakleigh,1160000
Ray,Oakleigh South,1050000
Nelson,Pascoe Vale,750000
Kay,Prahran,3250000
Barry,Reservoir,780000
Love,South Morang,635000
Stockdale,South Morang,810000
Ray,South Morang,652000
Ray,St Albans,622000
Brad,Sunbury,468000
Barry,Sunshine,730000
Douglas,Sunshine,927500
hockingstuart,Sunshine,945800
Marshall,Surrey Hills,2900000
Jellis,Templestowe,3030000
Barry,Templestowe Lower,1300000
Ray,Templestowe Lower,1699000
Barry,Thomastown,841000
Ray,Wantirna,1085000
LLC,Wantirna South,1261000
Barry,Wantirna South,1205000
YPA,Werribee,931000
Barry,Werribee,430000
Village,Yarraville,1343000
Jellis,Brunswick,370000
Nelson,Brunswick,1170000
Greg,Albert Park,2340000
Jas,Altona North,791000
Marshall,Armadale,4060000
Bullen,Ascot Vale,1151000
Jellis,Ashburton,1650000
Marshall,Ashburton,2550000
Marshall,Balwyn North,2800000
Gary,Bentleigh East,1800000
Buxton,Bentleigh East,1130000
Gary,Bentleigh East,1370000
Jellis,Bentleigh East,1311000
Noel,Blackburn,1350000
Ray,Blackburn South,905000
Buxton,Bonbeach,920000
iTRAK,Boronia,728000
Buxton,Box Hill,1900000
Nelson,Briar Hill,1030000
Nick,Brighton,2830000
Jellis,Brighton East,2060000
Buxton,Brighton East,1650000
Hodges,Brighton East,1650000
Jellis,Brunswick East,959000
Collins,Brunswick West,2350000
Ray,Bundoora,815000
YPA,Burnside,580000
Noel,Burwood,1220000
Nelson,Burwood,1535000
Buxton,Burwood,1322500
Jellis,Carnegie,1400000
Harcourts,Carrum Downs,546000
Barry,Carrum Downs,532000
Gary,Caulfield South,790000
Ray,Chelsea Heights,725000
Buxton,Cheltenham,1300000
C21,Clayton South,950000
Stockdale,Coolaroo,460000
RE,Craigieburn,412500
O'Brien,Cranbourne,720008
hockingstuart,Croydon,1188000
Barry,Croydon,905000
Biggin,Dandenong North,600000
Buckingham,Eltham,1060000
Buckingham,Eltham North,905000
hockingstuart,Epping,595000
Barry,Epping,810000
Barry,Essendon,2335000
Frank,Essendon,1580000
Jellis,Fitzroy North,1385000
Nelson,Fitzroy North,1400000
Jellis,Fitzroy North,1870000
hockingstuart,Footscray,755000
Buxton,Forest Hill,1078000
hockingstuart,Forest Hill,1065000
Barry,Frankston North,493000
hockingstuart,Frankston South,1155000
hockingstuart,Frankston South,980000
Marshall,Glen Iris,2690000
Nelson,Gowanbrae,655000
Rexhepi,Hampton Park,625000
hockingstuart,Hoppers Crossing,602000
hockingstuart,Hoppers Crossing,567000
Daniel,Keilor,1125000
Barry,Keilor Downs,700000
Barry,Keilor East,960000
Nelson,Keilor East,1160000
Jellis,Kew,3300000
Kay,Kew,1750000
Kay,Kew,3450000
Barry,Keysborough,930000
Max,Kilsyth,803000
Barry,Kings Park,560000
Jellis,Kooyong,3080000
HAR,Lalor,625000
O'Brien,Langwarrin,965000
Biggin,Maidstone,735000
Jellis,Malvern East,651000
Jas,Maribyrnong,3400000
Barry,Meadow Heights,535000
Ryder,Melton,710000
YPA,Melton South,395000
Chisholm,Middle Park,2090000
Noel,Mitcham,907800
Noel,Mitcham,1010000
Nelson,Moonee Ponds,435000
Biggin,Moonee Ponds,1305000
Jellis,Moorabbin,1072000
Ray,Moorabbin,1290000
Buxton,Mordialloc,1500000
Jellis,Mount Waverley,1028800
Jellis,Mount Waverley,1840000
McGrath,Mount Waverley,1035000
Biggin,Mulgrave,940000
Brad,Niddrie,845000
Nelson,Northcote,1118000
Ray,Oakleigh,875000
Buxton,Parkdale,2475000
Eview,Pascoe Vale,1260000
Point,Point Cook,527000
Marshall,Port Melbourne,2455000
Nelson,Preston,910000
Ray,Reservoir,640000
RW,Reservoir,1112000
Stockdale,Reservoir,852000
Ray,Reservoir,800000
RW,Reservoir,625500
Ray,Ringwood,700000
Carter,Ringwood East,937000
Nelson,Rosanna,1224000
YPA,Roxburgh Park,621000
Buxton,Sandringham,1490000
Ray,Scoresby,890000
hockingstuart,Seaford,512000
Sweeney,Seddon,1502000
YPA,St Albans,537000
McDonald,Strathmore,1848000
One,Sunbury,605000
Barry,Sunshine,717500
Noel,Surrey Hills,1715000
S&L,Tarneit,350000
Barry,Templestowe Lower,1400000
Nelson,Thornbury,1271000
Barry,Tullamarine,540000
Ray,Wantirna,951000
Barry,Wantirna South,1330000
Morrison,Watsonia,650000
hockingstuart,Werribee,635000
Williams,Williamstown,1031000
Sweeney,Williamstown,2500000
Village,Yarraville,1285000
Ray,Epping,775000
O'Brien,Frankston,625000
Nelson,Abbotsford,505000
Jellis,Abbotsford,1402500
Rendina,Aberfeldie,2905000
Prime,Airport West,650000
Barry,Airport West,856000
Cayzer,Albert Park,1505000
Douglas,Albion,600000
Barlow,Altona,1005000
hockingstuart,Armadale,410000
Nelson,Ascot Vale,1530000
Nelson,Ascot Vale,1082000
